:START_ID(Device),:END_ID(BIOS),:TYPE
DEV-DELL-0374,BIOS-DELL-68E0C8FF66,HAS_BIOS
DEV-LENOVO-0375,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-DELL-0376,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-DELL-0377,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-HP-0378,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-LENOVO-0379,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-LENOVO-0380,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-DELL-0381,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-DELL-0382,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-LENOVO-0383,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-HP-0384,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0385,BIOS-HP-9FF2A01DC1,HAS_BIOS
DEV-DELL-0386,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-DELL-0387,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-DELL-0388,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-LENOVO-0389,BIOS-LENOVO-BD26A42E6A,HAS_BIOS
DEV-LENOVO-0390,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-HP-0391,BIOS-HP-10090CF172,HAS_BIOS
DEV-LENOVO-0392,BIOS-LENOVO-4487D82AD1,HAS_BIOS
DEV-DELL-0393,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-HP-0394,BIOS-HP-418E526406,HAS_BIOS
DEV-LENOVO-0395,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-HP-0396,BIOS-HP-0D090BB033,HAS_BIOS
DEV-LENOVO-0397,BIOS-LENOVO-4487D82AD1,HAS_BIOS
DEV-DELL-0398,BIOS-DELL-68E0C8FF66,HAS_BIOS
DEV-HP-0399,BIOS-HP-418E526406,HAS_BIOS
DEV-HP-0400,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0401,BIOS-HP-418E526406,HAS_BIOS
DEV-DELL-0402,BIOS-DELL-765C934D47,HAS_BIOS
DEV-DELL-0403,BIOS-DELL-68E0C8FF66,HAS_BIOS
DEV-LENOVO-0404,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-LENOVO-0405,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-HP-0406,BIOS-HP-9FF2A01DC1,HAS_BIOS
DEV-LENOVO-0407,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-HP-0408,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-DELL-0409,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-HP-0410,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0411,BIOS-HP-10090CF172,HAS_BIOS
DEV-LENOVO-0412,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-HP-0413,BIOS-HP-418E526406,HAS_BIOS
DEV-DELL-0414,BIOS-DELL-86671D24B4,HAS_BIOS
DEV-DELL-0415,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-DELL-0416,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-HP-0417,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0418,BIOS-HP-10090CF172,HAS_BIOS
DEV-LENOVO-0419,BIOS-LENOVO-D3C6DAF418,HAS_BIOS
DEV-DELL-0420,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-DELL-0421,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-LENOVO-0422,BIOS-LENOVO-4487D82AD1,HAS_BIOS
DEV-LENOVO-0423,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-DELL-0424,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-HP-0425,BIOS-HP-418E526406,HAS_BIOS
DEV-DELL-0426,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-HP-0427,BIOS-HP-418E526406,HAS_BIOS
DEV-HP-0428,BIOS-HP-D78C28A42F,HAS_BIOS
DEV-DELL-0429,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-HP-0430,BIOS-HP-D78C28A42F,HAS_BIOS
DEV-HP-0431,BIOS-HP-0D090BB033,HAS_BIOS
DEV-LENOVO-0432,BIOS-LENOVO-D3C6DAF418,HAS_BIOS
DEV-DELL-0433,BIOS-DELL-68E0C8FF66,HAS_BIOS
DEV-HP-0434,BIOS-HP-9FF2A01DC1,HAS_BIOS
DEV-DELL-0435,BIOS-DELL-765C934D47,HAS_BIOS
DEV-HP-0436,BIOS-HP-418E526406,HAS_BIOS
DEV-LENOVO-0437,BIOS-LENOVO-BD26A42E6A,HAS_BIOS
DEV-HP-0438,BIOS-HP-D78C28A42F,HAS_BIOS
DEV-HP-0439,BIOS-HP-9FF2A01DC1,HAS_BIOS
DEV-LENOVO-0440,BIOS-LENOVO-D3C6DAF418,HAS_BIOS
DEV-DELL-0441,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-HP-0442,BIOS-HP-D78C28A42F,HAS_BIOS
DEV-DELL-0443,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-LENOVO-0444,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-HP-0445,BIOS-HP-0D090BB033,HAS_BIOS
DEV-HP-0446,BIOS-HP-10090CF172,HAS_BIOS
DEV-DELL-0447,BIOS-DELL-86671D24B4,HAS_BIOS
DEV-DELL-0448,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-DELL-0449,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-HP-0450,BIOS-HP-418E526406,HAS_BIOS
DEV-DELL-0451,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-LENOVO-0452,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-DELL-0453,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-DELL-0454,BIOS-DELL-765C934D47,HAS_BIOS
DEV-HP-0455,BIOS-HP-418E526406,HAS_BIOS
DEV-HP-0456,BIOS-HP-9FF2A01DC1,HAS_BIOS
DEV-DELL-0457,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-LENOVO-0458,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-LENOVO-0459,BIOS-LENOVO-4487D82AD1,HAS_BIOS
DEV-DELL-0460,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-DELL-0461,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-LENOVO-0462,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-DELL-0463,BIOS-DELL-765C934D47,HAS_BIOS
DEV-LENOVO-0464,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-DELL-0465,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-HP-0466,BIOS-HP-10090CF172,HAS_BIOS
DEV-DELL-0467,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-DELL-0468,BIOS-DELL-A5A744D827,HAS_BIOS
DEV-DELL-0469,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-HP-0470,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0471,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-HP-0472,BIOS-HP-0D090BB033,HAS_BIOS
DEV-DELL-0473,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-DELL-0474,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-DELL-0475,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-HP-0476,BIOS-HP-0D090BB033,HAS_BIOS
DEV-HP-0477,BIOS-HP-418E526406,HAS_BIOS
DEV-LENOVO-0478,BIOS-LENOVO-BD26A42E6A,HAS_BIOS
DEV-DELL-0479,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-LENOVO-0480,BIOS-LENOVO-ABFD1CDEDF,HAS_BIOS
DEV-LENOVO-0481,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-LENOVO-0482,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-DELL-0483,BIOS-DELL-7F9C62EE66,HAS_BIOS
DEV-DELL-0484,BIOS-DELL-68E0C8FF66,HAS_BIOS
DEV-DELL-0485,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-DELL-0486,BIOS-DELL-2610A238A0,HAS_BIOS
DEV-LENOVO-0487,BIOS-LENOVO-BD26A42E6A,HAS_BIOS
DEV-LENOVO-0488,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-HP-0489,BIOS-HP-0D090BB033,HAS_BIOS
DEV-DELL-0490,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-HP-0491,BIOS-HP-10090CF172,HAS_BIOS
DEV-DELL-0492,BIOS-DELL-23FD72083E,HAS_BIOS
DEV-HP-0493,BIOS-HP-9C78C71C26,HAS_BIOS
DEV-LENOVO-0494,BIOS-LENOVO-E636F911BE,HAS_BIOS
DEV-DELL-0495,BIOS-DELL-DB904BD2DF,HAS_BIOS
DEV-HP-0496,BIOS-HP-418E526406,HAS_BIOS
DEV-DELL-0497,BIOS-DELL-765C934D47,HAS_BIOS
DEV-HP-0498,BIOS-HP-0D090BB033,HAS_BIOS
DEV-LENOVO-0499,BIOS-LENOVO-EB5035EF03,HAS_BIOS
DEV-DELL-0500,BIOS-DELL-7F9C62EE66,HAS_BIOS
