:START_ID(Device),:END_ID(Firmware),:TYPE
DEV-LENOVO-0355,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0356,FW-DELL-129603E273,HAS_FIRMWARE
DEV-LENOVO-0357,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-LENOVO-0358,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-DELL-0359,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-HP-0360,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-HP-0361,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-LENOVO-0362,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-DELL-0363,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-DELL-0364,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-LENOVO-0365,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-DELL-0366,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-LENOVO-0367,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-HP-0368,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-HP-0369,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-HP-0370,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-LENOVO-0371,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-DELL-0372,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-LENOVO-0373,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0374,FW-DELL-129603E273,HAS_FIRMWARE
DEV-LENOVO-0375,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-DELL-0376,FW-DELL-129603E273,HAS_FIRMWARE
DEV-DELL-0377,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-HP-0378,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-LENOVO-0379,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-LENOVO-0380,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-DELL-0381,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-DELL-0382,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-LENOVO-0383,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-HP-0384,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-HP-0385,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-DELL-0386,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0387,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-DELL-0388,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-LENOVO-0389,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-LENOVO-0390,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-HP-0391,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-LENOVO-0392,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0393,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-HP-0394,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-LENOVO-0395,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-HP-0396,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-LENOVO-0397,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0398,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-HP-0399,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-HP-0400,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-HP-0401,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-DELL-0402,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-DELL-0403,FW-DELL-129603E273,HAS_FIRMWARE
DEV-LENOVO-0404,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-LENOVO-0405,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-HP-0406,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-LENOVO-0407,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-HP-0408,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-DELL-0409,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0410,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-HP-0411,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-LENOVO-0412,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-HP-0413,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-DELL-0414,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-DELL-0415,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0416,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-HP-0417,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-HP-0418,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-LENOVO-0419,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-DELL-0420,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-DELL-0421,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-LENOVO-0422,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-LENOVO-0423,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0424,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0425,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-DELL-0426,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0427,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-HP-0428,FW-HP-1C4F3E8E9C,HAS_FIRMWARE
DEV-DELL-0429,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-HP-0430,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-HP-0431,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-LENOVO-0432,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-DELL-0433,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-HP-0434,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-DELL-0435,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0436,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-LENOVO-0437,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-HP-0438,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-HP-0439,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-LENOVO-0440,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-DELL-0441,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-HP-0442,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-DELL-0443,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-LENOVO-0444,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-HP-0445,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-HP-0446,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-DELL-0447,FW-DELL-129603E273,HAS_FIRMWARE
DEV-DELL-0448,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-DELL-0449,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-HP-0450,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-DELL-0451,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-LENOVO-0452,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-DELL-0453,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0454,FW-DELL-129603E273,HAS_FIRMWARE
DEV-HP-0455,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-HP-0456,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-DELL-0457,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-LENOVO-0458,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-LENOVO-0459,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-DELL-0460,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-DELL-0461,FW-DELL-129603E273,HAS_FIRMWARE
DEV-LENOVO-0462,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-DELL-0463,FW-DELL-129603E273,HAS_FIRMWARE
DEV-LENOVO-0464,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-DELL-0465,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-HP-0466,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-DELL-0467,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0468,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-DELL-0469,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0470,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-HP-0471,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-HP-0472,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-DELL-0473,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0474,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-DELL-0475,FW-DELL-129603E273,HAS_FIRMWARE
DEV-HP-0476,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-HP-0477,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-LENOVO-0478,FW-LENOVO-4CB55B3F1C,HAS_FIRMWARE
DEV-DELL-0479,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-LENOVO-0480,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-LENOVO-0481,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-LENOVO-0482,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-DELL-0483,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-DELL-0484,FW-DELL-129603E273,HAS_FIRMWARE
DEV-DELL-0485,FW-DELL-A8332BCBA5,HAS_FIRMWARE
DEV-DELL-0486,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-LENOVO-0487,FW-LENOVO-0DD96320CD,HAS_FIRMWARE
DEV-LENOVO-0488,FW-LENOVO-3FB22C6BCF,HAS_FIRMWARE
DEV-HP-0489,FW-HP-6B4840EB70,HAS_FIRMWARE
DEV-DELL-0490,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-HP-0491,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-DELL-0492,FW-DELL-6A3BCECC3A,HAS_FIRMWARE
DEV-HP-0493,FW-HP-7468C1BBEC,HAS_FIRMWARE
DEV-LENOVO-0494,FW-LENOVO-97EC8A8CE2,HAS_FIRMWARE
DEV-DELL-0495,FW-DELL-8EDB54E5E5,HAS_FIRMWARE
DEV-HP-0496,FW-HP-75C813DB5B,HAS_FIRMWARE
DEV-DELL-0497,FW-DELL-A0AC1F14D6,HAS_FIRMWARE
DEV-HP-0498,FW-HP-BAF238AC37,HAS_FIRMWARE
DEV-LENOVO-0499,FW-LENOVO-53F5B3BC89,HAS_FIRMWARE
DEV-DELL-0500,FW-DELL-A8332BCBA5,HAS_FIRMWARE
